maintenance_order_id,notification_id,equipment_id,technician_id,order_date,maintenance_type,priority,status,labour_hours,downtime_hours,labour_cost,material_cost,total_cost
MO-01353,N-01445,EQ-0067,T-020,2024-02-20,Preventive,Medium,Completed,3.96,0.0,217.56,0.0,217.56
MO-01354,N-01446,EQ-0093,T-022,2026-04-25,Corrective,Medium,Completed,1.58,10.31,50.43,0.0,50.43
MO-01355,N-01447,EQ-0042,T-017,2024-01-18,Preventive,Medium,Completed,5.15,0.0,283.17,450.0,733.17
MO-01356,N-01448,EQ-0068,T-027,2026-01-04,Corrective,Medium,Closed,3.23,1.87,103.49,0.0,103.49
MO-01357,N-01449,EQ-0034,T-013,2025-11-23,Preventive,Medium,Completed,7.14,0.0,392.83,0.0,392.83
MO-01358,N-01450,EQ-0092,T-008,2024-01-17,Preventive,Medium,Completed,3.9,0.0,214.52,0.0,214.52
MO-01359,N-01452,EQ-0061,T-022,2024-02-07,Preventive,Low,Completed,3.02,0.0,96.74,2532.0,2628.74
MO-01360,N-01453,EQ-0025,T-003,2026-02-26,Corrective,Low,Completed,2.27,5.34,95.36,365.0,460.36
MO-01361,N-01454,EQ-0049,T-010,2025-09-04,Corrective,High,Completed,1.61,9.77,88.74,449.0,537.74
MO-01362,N-01455,EQ-0009,T-007,2024-03-11,Corrective,Medium,Completed,2.55,3.83,106.94,0.0,106.94
MO-01363,N-01456,EQ-0054,T-022,2025-09-27,Corrective,Medium,Completed,4.25,7.74,135.92,0.0,135.92
MO-01364,N-01457,EQ-0008,T-029,2024-08-18,Corrective,Low,Completed,3.44,7.54,188.98,540.0,728.98
MO-01365,N-01458,EQ-0094,T-009,2026-01-26,Preventive,Medium,Closed,6.36,0.0,349.7,0.0,349.7
MO-01366,N-01459,EQ-0012,T-013,2025-04-30,Preventive,Low,Completed,4.2,0.0,231.05,416.0,647.05
MO-01367,N-01460,EQ-0090,T-010,2025-12-23,Preventive,Low,Open,13.31,0.0,732.28,130.0,862.28
MO-01368,N-01461,EQ-0006,T-025,2024-03-01,Corrective,High,Completed,1.37,4.25,43.89,0.0,43.89
MO-01369,N-01462,EQ-0006,T-017,2024-12-03,Corrective,Medium,Completed,2.78,5.15,153.12,298.0,451.12
MO-01370,N-01463,EQ-0086,T-016,2024-12-14,Preventive,Low,Completed,6.04,0.0,332.0,210.0,542.0
MO-01371,N-01464,EQ-0054,T-028,2025-06-25,Preventive,High,Completed,3.4,0.0,108.84,0.0,108.84
MO-01372,N-01465,EQ-0011,T-028,2025-08-07,Preventive,Medium,Completed,4.01,0.0,128.46,135.0,263.46
MO-01373,N-01466,EQ-0082,T-009,2024-08-15,Preventive,Low,Closed,4.7,0.0,258.23,475.0,733.23
MO-01374,N-01467,EQ-0045,T-008,2024-01-24,Preventive,Medium,Completed,0.73,0.0,39.97,317.0,356.97
MO-01375,N-01468,EQ-0037,T-026,2024-12-13,Preventive,Low,Completed,3.31,0.0,181.86,50.0,231.86
MO-01376,N-01469,EQ-0093,T-028,2026-05-21,Corrective,Medium,Completed,6.2,8.33,198.39,810.0,1008.39
MO-01377,N-01470,EQ-0051,T-005,2026-01-05,Preventive,Medium,Completed,7.52,0.0,413.72,960.0,1373.72
MO-01378,N-01472,EQ-0059,T-014,2025-12-09,Preventive,Medium,Completed,4.77,0.0,152.59,0.0,152.59
MO-01379,N-01473,EQ-0020,T-006,2024-05-21,Preventive,Medium,Completed,3.34,0.0,106.97,0.0,106.97
MO-01380,N-01474,EQ-0051,T-009,2024-12-23,Preventive,Medium,Completed,9.05,0.0,498.0,0.0,498.0
MO-01381,N-01475,EQ-0040,T-015,2024-02-22,Corrective,Low,Completed,3.86,1.36,212.11,0.0,212.11
MO-01382,N-01476,EQ-0057,T-010,2026-05-12,Preventive,High,Open,12.41,0.0,682.48,2710.0,3392.48
MO-01383,N-01477,EQ-0062,T-024,2025-08-19,Preventive,High,Completed,8.02,0.0,336.87,160.0,496.87
MO-01384,N-01478,EQ-0072,T-005,2025-03-11,Corrective,High,Completed,2.86,8.93,157.44,666.0,823.44
MO-01385,N-01479,EQ-0079,T-015,2025-11-10,Preventive,Low,Completed,3.02,0.0,166.32,178.0,344.32
MO-01386,N-01480,EQ-0014,T-027,2024-09-13,Corrective,High,Completed,6.42,2.02,205.3,2975.0,3180.3
MO-01387,N-01481,EQ-0034,T-009,2025-09-04,Corrective,Low,Completed,5.38,18.1,295.85,715.0,1010.85
MO-01388,N-01482,EQ-0037,T-001,2024-12-05,Preventive,Medium,Completed,2.64,0.0,145.03,1250.0,1395.03
MO-01389,N-01483,EQ-0017,T-013,2026-04-23,Preventive,Low,Completed,4.14,0.0,227.66,610.0,837.66
MO-01390,N-01484,EQ-0060,T-003,2026-04-02,Preventive,Medium,Completed,1.57,0.0,65.95,1380.0,1445.95
MO-01391,N-01485,EQ-0064,T-019,2026-02-27,Preventive,Medium,Completed,3.52,0.0,193.78,195.0,388.78
MO-01392,N-01486,EQ-0037,T-013,2025-08-26,Corrective,Low,Completed,4.98,9.51,274.13,0.0,274.13
MO-01393,N-01487,EQ-0002,T-015,2025-06-08,Corrective,High,Completed,2.45,10.88,134.7,2050.0,2184.7
MO-01394,N-01488,EQ-0052,T-001,2025-02-08,Preventive,Medium,Completed,3.57,0.0,196.1,640.0,836.1
MO-01395,N-01489,EQ-0099,T-017,2025-04-05,Preventive,Medium,Completed,3.44,0.0,189.41,1415.0,1604.41
MO-01396,N-01490,EQ-0051,T-008,2026-01-30,Corrective,High,Completed,3.59,7.0,197.22,270.0,467.22
MO-01397,N-01491,EQ-0011,T-010,2026-06-24,Corrective,Medium,Open,4.1,8.09,225.48,525.0,750.48
MO-01398,N-01494,EQ-0021,T-008,2024-10-17,Corrective,Medium,Completed,4.71,10.91,259.2,694.0,953.2
MO-01399,N-01495,EQ-0028,T-004,2025-12-23,Preventive,Medium,Completed,6.89,0.0,378.82,0.0,378.82
MO-01400,N-01496,EQ-0055,T-020,2025-03-15,Preventive,Medium,Completed,10.14,0.0,557.92,840.0,1397.92
MO-01401,N-01497,EQ-0049,T-028,2025-09-16,Preventive,Medium,Completed,6.08,0.0,194.49,0.0,194.49
MO-01402,N-01498,EQ-0050,T-030,2024-04-26,Corrective,High,Completed,4.79,15.02,263.26,285.0,548.26
MO-01403,N-01499,EQ-0074,T-010,2025-03-09,Corrective,Medium,Completed,13.02,8.27,716.37,890.0,1606.37
MO-01404,N-01500,EQ-0062,T-006,2026-03-03,Corrective,Medium,Completed,1.01,2.77,32.21,0.0,32.21
